sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大同,臺北市,55,細懸浮微粒,普通,0.9,0.89,34,10.1,32,21,27.9,36.9,9,-,-,"2024-05-27 11:00",,0.8,17,30,1,121.51342074,25.06331455,16
松山,臺北市,45,,良好,0.3,0.23,38.9,14.3,15,12,10.6,15.9,5.3,1.1,301,"2024-05-27 11:00",,0.3,14,24,1,121.578611,25.05,15
古亭,臺北市,21,,良好,1.4,0.26,43.5,15.1,20,8,9.3,11.9,2.6,1,1,"2024-05-27 11:00",,0.2,6.5,20,1,121.529556,25.020608,14
萬華,臺北市,35,,良好,0.4,0.51,47.1,16.7,24,10,17.7,20.9,3.1,1,295,"2024-05-27 11:00",,0.3,10.8,21,0,121.507972,25.046503,13
中山,臺北市,44,,良好,0.6,0.51,43.5,14.9,,15,,,,2,9,"2024-05-27 11:00",,0.4,13.4,23,0,121.526528,25.062361,12
士林,臺北市,45,,良好,0.9,0.41,47.5,15.4,,19,17.3,20.8,3.5,1.5,343,"2024-05-27 11:00",,0.3,13.9,22,0,121.51666356,25.10334003,11
淡水,新北市,40,,良好,,0.31,37.6,14.6,33,,13.3,17.5,4.2,1,260,"2024-05-27 11:00",,0.4,12.3,31,0,121.449239,25.1645,10
林口,新北市,37,,良好,0.9,0.26,38.2,14.8,11,,11.4,16,4.6,,,"2024-05-27 11:00",,0.3,11.4,18,1,121.36548982,25.07798949,9
菜寮,新北市,30,,良好,0.8,0.45,47.2,16.1,25,12,15.4,17.8,2.3,1.7,311,"2024-05-27 11:00",,0.3,9.1,22,1,121.481028,25.06895,8
新莊,新北市,41,,良好,0.4,0.36,50,13.6,,15,10.7,13.7,2.9,1.7,241,"2024-05-27 11:00",,0.4,12.5,22,0,121.4325,25.037972,7
板橋,新北市,24,,良好,0.4,0.45,55.1,14.6,24,10,12.5,15.1,2.5,2.4,297,"2024-05-27 11:00",,0.4,7.3,22,0,121.458667,25.012972,6
土城,新北市,51,細懸浮微粒,普通,0.4,0.35,54,15.9,29,17,9.3,11,1.6,1.7,282,"2024-05-27 11:00",,0.4,15.5,31,0,121.451861,24.982528,5
新店,新北市,32,,良好,0.9,0.24,44.4,15.5,19,11,8.5,10.8,2.3,1.8,348,"2024-05-27 11:00",,0.2,9.9,21,1,121.537778,24.977222,4
萬里,新北市,17,,良好,1.2,0.19,35.5,16.6,16,4,5.3,8.4,3,1.9,47,"2024-05-27 11:00",,0.2,4.2,17,1,121.689881,25.179667,3
汐止,新北市,41,,良好,1.6,0.28,38.9,13.4,21,13,12.5,17.8,5.3,1.5,30,"2024-05-27 11:00",,0.3,12.6,28,1,121.64081,25.06624,2
基隆,基隆市,22,,良好,1.6,0.27,41.4,15.4,23,11,12.3,14.6,2.3,0.8,12,"2024-05-27 11:00",,0.3,6.8,21,1,121.760056,25.129167,1
屏東(枋山),屏東縣,9,,良好,0.1,0.06,,9.8,11,2,0.5,0.8,0.3,1.1,140,"2024-05-27 10:00",,0,0.8,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,35,,良好,0.5,0.18,21,10.9,18,2,5.6,9.3,3.7,0.8,98,"2024-05-27 10:00",,0.2,10.9,23,0,120.65525382,24.39017512,312
新北(樹林),新北市,56,細懸浮微粒,普通,0.5,0.5,22.2,7.8,38,20,24.2,29.3,5.1,0.6,276,"2024-05-27 10:00",,0.3,17.4,34,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,21,,良好,1,0.15,13.2,6.5,5,4,5.1,7.5,2.4,0.6,95,"2024-05-27 10:00",,0.1,6.4,14,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,22,,良好,0.5,0.19,11.2,3.4,23,4,7.7,11.4,3.7,0.3,136,"2024-05-27 10:00",,0.1,3.6,22,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,19,,良好,0.9,0.23,9.1,3.3,7,7,7.8,12.6,4.8,1.5,136,"2024-05-27 10:00",,0.2,5.7,13,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,49,,良好,1.8,0.25,17.1,9.2,21,6,5.4,9,3.5,1.1,101,"2024-05-27 10:00",,0.2,15,27,2,120.56373,23.96117,201
大城,彰化縣,29,,良好,1,0.07,21.1,9.1,23,3,3.4,5.7,2.3,4.6,200,"2024-05-27 10:00",,0.1,8.9,25,1,120.26964167,23.85493056,85
富貴角,新北市,26,,良好,0.6,0.16,46.1,28.9,15,5,1.7,2.2,0.4,1.1,29,"2024-05-27 10:00",,0.1,5.1,17,0,121.53656894,25.29681695,84
麥寮,雲林縣,38,,良好,1.5,0.19,19.1,8.4,9,5,2.2,4.5,2.2,3.6,179,"2024-05-27 10:00",,0.2,11.6,22,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,1.1,0.11,10.9,6.2,22,1,2.4,4.4,1.9,0.8,89,"2024-05-27 10:00",,0.1,3.1,20,0,121.161933,23.045083,80
馬公,澎湖縣,17,,良好,1.2,0.18,13.1,16.0,3,0,10.4,15.4,5,1.5,178,"2024-05-27 10:00",,0.1,2.8,7,1,119.566158,23.569031,78
金門,金門縣,11,,良好,0.8,0.16,13.7,9.8,2,6,6.7,9.7,2.9,2.3,196,"2024-05-27 10:00",,0.1,3.4,3,0,118.312256,24.432133,77
馬祖,連江縣,29,,良好,0.8,0.12,24.3,23.4,15,8,3.7,5.1,1.3,4.9,177,"2024-05-27 10:00",,0.1,9,17,0,119.93149378,26.15188416,75
埔里,南投縣,61,細懸浮微粒,普通,1.2,0.25,15.8,5.1,28,11,4.2,9.6,5.4,1,103,"2024-05-27 10:00",,0.2,19.6,38,1,120.967903,23.968842,72
復興,高雄市,23,,良好,1.7,0.45,8.3,5.4,22,8,14.7,25.1,10.3,1.6,125,"2024-05-27 10:00",,0.3,4,16,1,120.312017,22.608711,71
永和,新北市,35,,良好,1.2,0.74,26.7,8.1,24,14,15.4,26.2,10.8,0.7,80,"2024-05-27 10:00",,0.5,10.9,21,1,121.516306,25.017,70
竹山,南投縣,39,,良好,1.3,0.11,20.2,8.2,14,8,4.1,6.8,2.7,2.1,232,"2024-05-27 10:00",,0.1,11.9,27,1,120.677306,23.756389,69
中壢,桃園市,56,細懸浮微粒,普通,0.7,0.94,11.9,7.3,28,15,20,41,21,0.6,157,"2024-05-27 10:00",,1,17.4,31,1,121.221667,24.953278,68
三重,新北市,54,二氧化氮,普通,1.2,1.1,15.7,6.3,25,15,35.1,96.8,61.7,-,-,"2024-05-27 10:00",,0.7,10.5,23,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.7,0.34,13.6,5.1,24,2,7.4,14.6,7.2,0.9,2,"2024-05-27 10:00",,0.2,5.5,30,0,121.792928,24.632203,66
宜蘭,宜蘭縣,20,,良好,0.9,0.22,22.1,9,16,6,4.7,7.4,2.7,1.5,99,"2024-05-27 10:00",,0.1,6.2,15,1,121.746394,24.747917,65
陽明,臺北市,23,,良好,1.1,0.24,29.3,25.4,10,6,2.5,3.7,1.1,1.3,160,"2024-05-27 10:00",,0.1,5.2,10,1,121.529583,25.182722,64
花蓮,花蓮縣,26,,良好,0.3,0.12,19.6,7.9,0,5,2.7,4.5,1.7,3,120,"2024-05-27 10:00",,0.1,7.9,11,0,121.599769,23.971306,63
臺東,臺東縣,18,,良好,0.3,0.2,20.8,7.5,18,2,4.9,7.6,2.6,2.2,187,"2024-05-27 10:00",,0.1,2.5,18,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0,0.1,18.8,14.2,12,3,0.9,1.9,1,3.3,182,"2024-05-27 10:00",,0,3.4,10,0,120.788928,21.958069,61
潮州,屏東縣,24,,良好,0.8,0.19,18.4,4.1,29,9,4.2,6.8,2.5,1.7,177,"2024-05-27 10:00",,0.1,6.7,24,1,120.561175,22.523108,60
屏東,屏東縣,21,,良好,0.4,0.3,10,5.7,24,6,8.8,15,6.2,1.2,28,"2024-05-27 10:00",,0.1,4,21,0,120.488033,22.673081,59
小港,高雄市,34,,良好,2.8,0.4,5.1,2.8,35,17,18.6,38.1,19.4,1.5,60,"2024-05-27 10:00",,0.2,10.6,21,2,120.337736,22.565833,58
前鎮,高雄市,25,,良好,2.8,0.49,7.8,5.1,27,8,15.1,30,14.9,1,56,"2024-05-27 10:00",,0.3,5.2,19,1,120.30833356,22.6044507,57
前金,高雄市,22,,良好,1.7,0.47,12.1,6.4,21,2,13.3,20.5,7.2,2.7,85,"2024-05-27 10:00",,0.3,4.5,19,0,120.28676111,22.63390278,56
左營,高雄市,30,,良好,1.4,0.47,8.2,6.6,25,12,15.1,27.5,12.4,1.9,62,"2024-05-27 10:00",,0.2,9.3,17,1,120.292917,22.674861,54
楠梓,高雄市,23,,良好,1.1,0.22,4,2.6,21,6,14.6,29.6,15,2.2,53,"2024-05-27 10:00",,0.2,6.5,19,1,120.328289,22.733667,53
林園,高雄市,26,,良好,0.9,0.15,14.5,4.6,28,6,6.9,10.9,4,1.9,119,"2024-05-27 10:00",,0.1,6.7,26,1,120.41175,22.4795,52
大寮,高雄市,28,,良好,1.4,0.24,8.1,2.3,32,10,10.1,15.9,5.7,1.1,123,"2024-05-27 10:00",,0.2,8.7,26,2,120.425311,22.56413611,51
鳳山,高雄市,20,,良好,2.4,0.42,7,5.4,30,6,11.8,20.3,8.4,0.4,63,"2024-05-27 10:00",,0.2,5.1,20,1,120.357422,22.628126,50
仁武,高雄市,38,,良好,1.3,0.28,13.2,7.4,14,5,9.8,14.4,4.5,1.8,89,"2024-05-27 10:00",,0.2,11.7,27,1,120.332631,22.689056,49
橋頭,高雄市,21,,良好,1.3,0.17,6.4,3.9,13,7,10.6,22.5,11.8,2.3,45,"2024-05-27 10:00",,0.1,6.5,14,1,120.305689,22.757506,48
美濃,高雄市,14,,良好,1.1,0.15,10.6,6.5,10,1,4.6,7.5,2.8,0.6,51,"2024-05-27 10:00",,0.1,1.2,14,0,120.530542,22.883583,47
臺南,臺南市,35,,良好,0.8,0.22,15.4,8.3,15,9,8,12.2,4.2,2,169,"2024-05-27 10:00",,0.1,10.8,15,0,120.21947897,22.98928311,46
安南,臺南市,31,,良好,1,0.27,12.3,6.3,19,11,11.8,18.8,7,3.9,124,"2024-05-27 10:00",,0.2,9.6,20,0,120.2175,23.048197,45
善化,臺南市,22,,良好,0.9,0.12,16,6.6,9,6,5,7.7,2.6,2.3,160,"2024-05-27 10:00",,0.1,6.9,14,0,120.29740529,23.11337642,44
新營,臺南市,21,,良好,0.5,0.28,11.2,5.8,21,0,6,9.8,3.8,1.8,174,"2024-05-27 10:00",,0.2,2.7,21,0,120.31725,23.305633,43
嘉義,嘉義市,20,,良好,1.2,0.24,11.3,8.4,11,7,8.7,12.7,3.9,4.2,296,"2024-05-27 10:00",,0.1,6.2,18,1,120.44125148,23.46477865,42
臺西,雲林縣,31,,良好,1,0.12,20.1,7.6,12,2,4.5,5.7,1.2,3.2,170,"2024-05-27 10:00",,0.2,9.7,23,1,120.19933333,23.702175,41
朴子,嘉義縣,36,,良好,0.7,0.17,11.2,4.1,7,7,8.8,11.7,2.8,1.2,98,"2024-05-27 10:00",,0.2,11.2,22,1,120.2478,23.46538,40
新港,嘉義縣,35,,良好,0.3,0.14,18.5,8.3,17,7,5.3,7.6,2.3,2.4,202,"2024-05-27 10:00",,0.2,10.7,25,0,120.345531,23.554839,39
崙背,雲林縣,39,,良好,1.3,0.12,17.1,5.4,10,5,2.4,4.4,1.9,2.3,190,"2024-05-27 10:00",,0.2,12.1,22,1,120.348742,23.757547,38
斗六,雲林縣,33,,良好,1,0.21,15,10.8,12,4,5.4,8.6,3.2,2.2,226,"2024-05-27 10:00",,0.1,10.3,22,1,120.544994,23.711853,37
南投,南投縣,40,,良好,0.4,0.16,19.7,5.8,18,7,4.1,6.5,2.4,3.1,235,"2024-05-27 10:00",,0.2,12.2,30,0,120.685306,23.913,36
二林,彰化縣,50,,良好,0.3,0.12,18.7,7.2,26,9,1.5,2.8,1.3,4.3,222,"2024-05-27 10:00",,0.2,15.4,35,0,120.409653,23.925175,35
線西,彰化縣,46,,良好,1.1,0.14,18.2,8.4,17,6,4.4,7.4,2.9,5.6,233,"2024-05-27 10:00",,0.2,14.3,26,1,120.469061,24.131672,34
彰化,彰化縣,34,,良好,1,0.13,19.2,11.3,13,4,5.4,8.5,3.1,2.9,221,"2024-05-27 10:00",,0.2,10.6,17,1,120.541519,24.066,33
西屯,臺中市,53,細懸浮微粒,普通,1.6,0.19,16,7.5,25,9,9.5,16.1,6.6,1.8,184,"2024-05-27 10:00",,0.2,16.5,33,1,120.616917,24.162197,32
忠明,臺中市,45,,良好,1.2,0.24,18.9,10.9,19,6,7,13.2,6.1,2.1,190,"2024-05-27 10:00",,0.3,14,25,1,120.641092,24.151958,31
大里,臺中市,60,細懸浮微粒,普通,1.2,0.26,15.8,7.6,27,10,7.8,12.5,4.6,1.8,237,"2024-05-27 10:00",,0.3,19,30,1,120.67844444,24.09961111,30
沙鹿,臺中市,50,,良好,0.8,0.2,21.4,13.4,21,9,7,10.2,3.2,3.1,206,"2024-05-27 10:00",,0.2,15.3,26,1,120.568794,24.225628,29
豐原,臺中市,29,,良好,1.4,0.17,24.2,18.4,10,4,3.4,5.2,1.8,4.6,194,"2024-05-27 10:00",,0.1,8.8,16,1,120.74252414,24.25699731,28
三義,苗栗縣,28,,良好,0.8,0.13,23,18.2,8,1,1.8,3.4,1.6,4.6,189,"2024-05-27 10:00",,0.1,8.5,15,1,120.75956754,24.38248443,27
苗栗,苗栗縣,38,,良好,0.9,0.1,23.9,11.1,16,3,2,4.7,2.7,4.8,221,"2024-05-27 10:00",,0.1,11.6,18,1,120.82011468,24.56499183,26
頭份,苗栗縣,45,,良好,1.1,0.15,22.7,9.1,17,6,3.4,6.9,3.5,4.6,237,"2024-05-27 10:00",,0.2,14,26,1,120.89869286,24.69690679,25
新竹,新竹市,44,,良好,0.5,0.26,17.6,8.1,17,6,9,14.1,5.1,2.4,229,"2024-05-27 10:00",,0.3,13.5,25,0,120.97236752,24.8056356,24
竹東,新竹縣,43,,良好,0.9,0.2,24,9.7,18,15,5.1,7,1.8,0.2,298,"2024-05-27 10:00",,0.2,13.3,23,1,121.08895493,24.74091408,23
湖口,新竹縣,62,細懸浮微粒,普通,1.5,0.22,20.7,13.4,23,12,9.6,14.6,5,3,263,"2024-05-27 10:00",,0.2,19.8,25,1,121.03886894,24.90009696,22
龍潭,桃園市,44,,良好,0.7,0.23,26,12.4,19,12,7.3,9.6,2.2,1.1,256,"2024-05-27 10:00",,0.2,13.7,22,1,121.21645772,24.86400048,21
平鎮,桃園市,36,,良好,0.1,0.21,21.2,12.1,19,5,8.6,12.2,3.5,1.8,233,"2024-05-27 10:00",,0.3,11,25,0,121.203986,24.952786,20
觀音,桃園市,66,細懸浮微粒,普通,1.2,0.19,21.6,11.6,18,17,6.1,8,1.8,2.2,243,"2024-05-27 10:00",,0.2,21.4,31,0,121.08283092,25.03556747,19
大園,桃園市,51,細懸浮微粒,普通,1,0.29,19.8,9.8,26,17,11.1,15.2,4.1,1.4,178,"2024-05-27 10:00",,0.3,15.7,31,1,121.20251473,25.06100357,18
桃園,桃園市,47,,良好,1.9,0.32,27.7,7.9,21,10,10.5,14,3.4,1.6,271,"2024-05-27 10:00",,0.5,14.5,29,2,121.30500531,24.9947107,17
大同,臺北市,52,細懸浮微粒,普通,0.9,1.17,18.9,6.3,31,15,29.4,55.1,25.7,-,-,"2024-05-27 10:00",,0.8,16.1,30,1,121.51342074,25.06331455,16
松山,臺北市,47,,良好,0.3,0.31,32.1,10.2,28,18,10.7,15.8,5.1,1.6,51,"2024-05-27 10:00",,0.3,14.5,26,1,121.578611,25.05,15
古亭,臺北市,20,,良好,1.2,0.35,31.5,10.2,24,9,12.3,17.4,5,1.1,79,"2024-05-27 10:00",,0.2,5.9,20,1,121.529556,25.020608,14
萬華,臺北市,35,,良好,0.5,0.48,35,11.5,28,15,15.1,20.5,5.4,0.4,298,"2024-05-27 10:00",,0.3,10.9,21,0,121.507972,25.046503,13
中山,臺北市,41,,良好,0.5,0.58,31.1,10.2,24,19,20.8,27.5,6.6,1.7,342,"2024-05-27 10:00",,0.4,12.7,22,0,121.526528,25.062361,12
士林,臺北市,44,,良好,1.2,0.38,33.9,9.9,24,15,15,19.6,4.6,1.1,348,"2024-05-27 10:00",,0.3,13.4,22,0,121.51666356,25.10334003,11
淡水,新北市,39,,良好,,0.51,33.1,10.2,32,15,14.9,19.7,4.7,1.5,200,"2024-05-27 10:00",,0.4,12,29,0,121.449239,25.1645,10
林口,新北市,36,,良好,0.7,0.26,20.9,11.2,17,10,17.6,31.6,13.9,0.8,244,"2024-05-27 10:00",,0.3,11.2,20,1,121.36548982,25.07798949,9
菜寮,新北市,29,,良好,0.7,0.43,31.8,10.7,25,9,14.3,19.3,4.9,1,272,"2024-05-27 10:00",,0.3,8.8,21,1,121.481028,25.06895,8
新莊,新北市,38,,良好,0.2,0.48,29.2,7.5,27,13,14.2,20.5,6.2,1.3,52,"2024-05-27 10:00",,0.4,11.6,22,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.2,0.43,32.1,8.5,19,7,11.3,15.7,4.4,1.6,333,"2024-05-27 10:00",,0.3,6.7,21,0,121.458667,25.012972,6
土城,新北市,50,,良好,0.5,0.4,35.9,9.3,31,18,11.5,15.1,3.5,1.2,27,"2024-05-27 10:00",,0.4,15.3,31,0,121.451861,24.982528,5
新店,新北市,31,,良好,0.7,0.37,32.7,10.7,23,12,12.9,18.6,5.6,2.4,69,"2024-05-27 10:00",,0.2,9.5,21,1,121.537778,24.977222,4
萬里,新北市,17,,良好,1.3,0.24,21.4,13.3,18,3,10.2,17.2,6.9,2.4,45,"2024-05-27 10:00",,0.2,3.9,17,1,121.689881,25.179667,3
汐止,新北市,43,,良好,1,0.51,22.4,8.6,37,16,26.9,39.2,12.3,1.2,277,"2024-05-27 10:00",,0.3,12.1,29,1,121.64081,25.06624,2
基隆,基隆市,21,,良好,1.3,0.29,39.7,10.6,16,7,6.5,8.8,2.2,1.3,197,"2024-05-27 10:00",,0.3,5.9,21,1,121.760056,25.129167,1
屏東(枋山),屏東縣,9,,良好,0.2,0.06,21,9.8,10,1,1.1,1.8,0.7,1.4,168,"2024-05-27 09:00",,0,0.5,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,43,,良好,0.3,0.22,18.3,9.0,18,5,5.2,8.2,2.9,0.8,100,"2024-05-27 09:00",,0.2,13.2,26,0,120.65525382,24.39017512,312
新北(樹林),新北市,52,細懸浮微粒,普通,0.5,0.64,11.2,6.0,39,23,26.2,38.2,12,0.2,123,"2024-05-27 09:00",,0.3,16,32,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,20,,良好,1.1,0.13,7.9,6.6,24,6,5.3,9.6,4.2,0.8,52,"2024-05-27 09:00",,0,6.3,16,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,22,,良好,0.5,0.23,6.5,2.1,22,4,7.4,13.1,5.7,1,148,"2024-05-27 09:00",,0.1,3.9,22,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,19,,良好,1.4,0.41,4.9,2.4,11,4,11.9,20.5,8.6,1.3,261,"2024-05-27 09:00",,0.2,5.9,15,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,54,細懸浮微粒,普通,1.9,0.23,14.7,7.4,24,8,6.5,10.4,3.8,1.4,111,"2024-05-27 09:00",,0.3,16.7,28,2,120.56373,23.96117,201
大城,彰化縣,39,,良好,1,0.08,15.3,7.3,19,3,4.8,8.3,3.5,4.3,201,"2024-05-27 09:00",,0.1,12,27,1,120.26964167,23.85493056,85
富貴角,新北市,27,,良好,0.4,0.13,31.6,29.3,17,7,1.3,2,0.7,1.4,27,"2024-05-27 09:00",,0.1,5.2,18,0,121.53656894,25.29681695,84
麥寮,雲林縣,45,,良好,1.7,0.19,13.3,6.9,17,6,3.2,6.8,3.5,4.4,197,"2024-05-27 09:00",,0.2,13.8,25,1,120.251825,23.753506,83
關山,臺東縣,19,,良好,1.1,0.12,8.5,5.6,14,1,2.6,4.4,1.8,1.2,110,"2024-05-27 09:00",,0,3.3,19,0,121.161933,23.045083,80
馬公,澎湖縣,17,,良好,1.1,0.17,11.5,16.6,4,1,10.9,15.3,4.4,0.5,183,"2024-05-27 09:00",,0.1,3,8,1,119.566158,23.569031,78
金門,金門縣,10,,良好,0.6,0.15,12.8,8.7,1,2,5.3,7.8,2.5,1.3,187,"2024-05-27 09:00",,0.1,3.1,3,0,118.312256,24.432133,77
馬祖,連江縣,31,,良好,0.7,0.12,19.4,24.3,21,7,4.8,9.5,4.7,5,179,"2024-05-27 09:00",,0.1,9.5,17,0,119.93149378,26.15188416,75
埔里,南投縣,65,細懸浮微粒,普通,1.1,0.35,5.6,3.6,38,20,5.9,14.9,8.9,0.8,263,"2024-05-27 09:00",,0.2,21.1,40,1,120.967903,23.968842,72
復興,高雄市,30,,良好,1.2,0.9,4.6,5.4,21,3,18,32.9,14.9,0.8,111,"2024-05-27 09:00",,0.3,3.1,15,1,120.312017,22.608711,71
永和,新北市,32,,良好,1.2,1.52,10.7,5.5,23,14,16.1,41,24.9,1.2,113,"2024-05-27 09:00",,0.5,9.9,21,1,121.516306,25.017,70
竹山,南投縣,43,,良好,1.4,0.24,12.7,6.5,24,11,6.5,11.8,5.2,1.4,290,"2024-05-27 09:00",,0.1,13.2,31,1,120.677306,23.756389,69
中壢,桃園市,57,細懸浮微粒,普通,1,1.96,6,7.0,35,18,22.3,72.9,50.6,0.3,243,"2024-05-27 09:00",,1,17.9,32,1,121.221667,24.953278,68
三重,新北市,50,,良好,1.1,1.12,11.4,4.8,24,11,30.6,76.5,45.8,-,-,"2024-05-27 09:00",,0.6,9.6,23,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.9,0.27,10.2,3.8,28,5,8.1,17.2,9.1,1.7,56,"2024-05-27 09:00",,0.2,5.8,30,0,121.792928,24.632203,66
宜蘭,宜蘭縣,22,,良好,1,0.24,13,7.1,17,8,4.6,8,3.3,1.7,142,"2024-05-27 09:00",,0.1,6.7,15,1,121.746394,24.747917,65
陽明,臺北市,22,,良好,0.8,0.16,25,24.3,14,6,1.7,2.8,1,1.7,170,"2024-05-27 09:00",,0.1,4.9,10,1,121.529583,25.182722,64
花蓮,花蓮縣,27,,良好,0.5,0.17,14.6,6.3,20,8,4.4,7.4,3,1.4,95,"2024-05-27 09:00",,0.1,8.2,13,0,121.599769,23.971306,63
臺東,臺東縣,19,,良好,0.4,0.36,8.7,5.5,16,4,4.7,10.5,5.7,2.3,207,"2024-05-27 09:00",,0.1,2.4,19,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,,0.1,17.4,13.5,11,3,1,2.1,1,2.8,179,"2024-05-27 09:00",,0,3.7,9,0,120.788928,21.958069,61
潮州,屏東縣,23,,良好,0.7,0.12,8.8,2.0,22,4,4.9,8.6,3.6,1.4,234,"2024-05-27 09:00",,0.1,6.2,23,1,120.561175,22.523108,60
屏東,屏東縣,19,,良好,0.5,0.32,6.9,4.9,29,6,7.9,14.8,6.9,1.4,352,"2024-05-27 09:00",,0.1,3.8,19,0,120.488033,22.673081,59
小港,高雄市,29,,良好,0.7,0.41,2.7,2.6,26,10,16,37.6,21.5,0.6,58,"2024-05-27 09:00",,0.2,9,17,2,120.337736,22.565833,58
前鎮,高雄市,28,,良好,2.1,0.91,4.8,5.0,24,6,17.4,35.2,17.8,0.8,147,"2024-05-27 09:00",,0.3,4.8,17,1,120.30833356,22.6044507,57
前金,高雄市,22,,良好,0.8,0.64,8.9,5.4,22,4,13.9,22,8.1,1,137,"2024-05-27 09:00",,0.3,5.1,18,0,120.28676111,22.63390278,56
左營,高雄市,27,,良好,1,0.54,6.4,6.1,20,13,13.2,23.7,10.5,1.3,166,"2024-05-27 09:00",,0.2,8.4,15,1,120.292917,22.674861,54
楠梓,高雄市,22,,良好,1.5,0.31,3,2.0,19,9,13.7,29.9,16.2,1.7,48,"2024-05-27 09:00",,0.2,6.1,18,1,120.328289,22.733667,53
林園,高雄市,26,,良好,0.8,0.24,7,3.2,36,10,6.2,10.9,4.7,1,85,"2024-05-27 09:00",,0.1,6.9,26,1,120.41175,22.4795,52
大寮,高雄市,26,,良好,1.8,0.32,2.9,1.5,40,12,12.1,28.6,16.5,0.7,68,"2024-05-27 09:00",,0.1,8,24,2,120.425311,22.56413611,51
鳳山,高雄市,19,,良好,2.3,0.51,4.6,5.2,21,5,11.5,23.3,11.8,0.5,93,"2024-05-27 09:00",,0.2,4.8,19,1,120.357422,22.628126,50
仁武,高雄市,43,,良好,3.4,0.41,8.9,6.4,26,6,12,22.7,10.7,1.2,95,"2024-05-27 09:00",,0.2,13.1,29,1,120.332631,22.689056,49
橋頭,高雄市,20,,良好,2.2,0.34,5.1,3.2,20,8,12.4,27.2,14.7,1.7,58,"2024-05-27 09:00",,0.1,6.2,14,1,120.305689,22.757506,48
美濃,高雄市,15,,良好,1,0.19,7.9,5.7,18,2,4.6,7.2,2.6,1.1,38,"2024-05-27 09:00",,0.1,1.4,15,0,120.530542,22.883583,47
臺南,臺南市,38,,良好,0.9,0.28,9.3,6.6,17,11,9.9,17.3,7.3,2.7,186,"2024-05-27 09:00",,0.1,11.7,16,0,120.21947897,22.98928311,46
安南,臺南市,31,,良好,1,0.37,10.3,5.4,26,14,10.5,20.4,9.9,2.6,141,"2024-05-27 09:00",,0.2,9.6,20,0,120.2175,23.048197,45
善化,臺南市,23,,良好,0.7,0.17,9.1,4.8,19,17,5.2,8.9,3.7,3.6,172,"2024-05-27 09:00",,0.1,7,15,0,120.29740529,23.11337642,44
新營,臺南市,22,,良好,0.2,0.26,10,5.3,14,1,5.1,9.2,4,1.4,178,"2024-05-27 09:00",,0.2,3.8,22,0,120.31725,23.305633,43
嘉義,嘉義市,21,,良好,1.2,0.28,11.9,7.8,11,3,7.1,10.9,3.8,1.7,291,"2024-05-27 09:00",,0.1,6.4,21,1,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,1.1,0.13,14.5,5.6,14,3,5.5,7.3,1.8,4.1,197,"2024-05-27 09:00",,0.2,12,27,1,120.19933333,23.702175,41
朴子,嘉義縣,39,,良好,1,0.22,7.5,3.1,15,9,10.8,16.7,5.8,0.5,4,"2024-05-27 09:00",,0.2,11.9,26,1,120.2478,23.46538,40
新港,嘉義縣,38,,良好,0.4,0.16,15.6,6.2,14,5,4.8,7.8,3,2.7,194,"2024-05-27 09:00",,0.2,11.7,28,1,120.345531,23.554839,39
崙背,雲林縣,46,,良好,1.3,0.14,11.2,3.3,13,6,3,5.7,2.7,1.9,208,"2024-05-27 09:00",,0.2,14.2,26,1,120.348742,23.757547,38
斗六,雲林縣,39,,良好,1.2,0.22,15.2,9.7,16,8,5.8,9.8,3.9,2.5,213,"2024-05-27 09:00",,0.1,12,24,1,120.544994,23.711853,37
南投,南投縣,44,,良好,0.5,0.23,9.4,3.8,26,11,5.1,12,6.9,1.6,138,"2024-05-27 09:00",,0.2,13.5,33,0,120.685306,23.913,36
二林,彰化縣,53,細懸浮微粒,普通,0.3,0.14,15.7,5.2,25,11,3.3,6.8,3.5,3.5,226,"2024-05-27 09:00",,0.2,16.5,37,0,120.409653,23.925175,35
線西,彰化縣,54,細懸浮微粒,普通,1.2,0.21,16.2,7.0,23,11,,,,3.8,205,"2024-05-27 09:00",,0.2,16.8,30,1,120.469061,24.131672,34
彰化,彰化縣,38,,良好,1,0.19,16.9,10.2,15,6,6.5,10,3.5,2.4,227,"2024-05-27 09:00",,0.2,11.8,17,1,120.541519,24.066,33
